"","line","section_name","section_artist","song_name","artist_name","song_id"
"3990","When you're angry, you're a jerk","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3991","And then you treat me like I'm worth nothin'","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3992","Don't fret","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3993","I don't ever wanna see you","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3994","And I never wanna meet you again","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3995","It'll happen again","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3996","I watch it happen over and over again","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3997","Don't fret","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3998","I don't ever wanna see you","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"3999","And I never wanna meet you again","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"4000","One thing","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"4001","When you're angry, you're a jerk","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"4002","And then you treat me like I'm worth nothin'","Chorus","Oliver Tree","Miss You","Oliver Tree & Robin Schulz","8269403"
"4003","Maybe I'm just wishful drinking","Intro","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4004","Give my heart something to sink in","Intro","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4005","Better make it two, nothing I won't do","Intro","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4006","For another round of me and you","Intro","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4007","I know it's a shot in the dark","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4008","Looking for what's left of a spark","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4009","Throwing 'em back like I got nothing to lose","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4010","It's a slow burn just like you","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4011","Everybody says, ""Give it time""","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4012","But I'm feeling like I'm stuck on rewind","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4013","Throwing 'em back like I got nothing to lose","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4014","It's a slow burn just like you","Verse 1","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4015","When I'm a couple in, I get optimistic","Pre-Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4016","Like you and me are realistic","Pre-Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4017","Maybe I'm just wishful drinking","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4018","Give my heart something to sink in","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4019","Better make it two, nothing I won't do","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4020","For another round of me and you","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4021","I get hopeful whеn I'm tipsy","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4022","Thinking you might actually miss me","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4023","It's a hundred proof, nothing I won't do","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4024","For another round of mе and you","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4025","I'm wishful drinking","Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4026","Ooh, ooh, ooh","Post-Chorus","Ingrid Andress","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4027","With every sip I'm getting closer","Verse 2","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4028","To thinking that we ain't really over","Verse 2","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4029","I know it ain't right but, baby, just for tonight","Verse 2","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4030","I don't wanna have no closure","Verse 2","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4031","When I'm a couple in, I get optimistic","Pre-Chorus","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4032","Like you and me are realistic","Pre-Chorus","Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4033","Maybe I'm just wishful drinking","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4034","Give my heart something to sink in","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4035","Better make it two, nothing I won't do","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4036","For another round of me and you","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4037","I get hopeful when I'm tipsy","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4038","Thinking you might actually miss me","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4039","It's a hundred proof, nothing I won't do","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4040","For another round of me and you","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4041","I'm wishful drinking","Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4042","Ooh, ooh, ooh","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4043","Yeah, I'm wishful drinking","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4044","Ooh, ooh, ooh","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4045","Wishful drinking, wishful drinking, wishful drink'","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4046","I'm tracing your footprints through my memories","Bridge","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4047","Trying to find where we went wrong","Bridge","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4048","Replacing the space you left with new things","Bridge","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4049","Nothing I try lasts long","Bridge","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4050","Maybe I'm just wishful drinking","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4051","Give my heart something to sink in","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4052","Better make it two, nothing I won't do","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4053","For another round of me and you (Another round of me and you)","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4054","I get hopeful when I'm tipsy","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4055","Thinking you might actually miss me","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4056","It's a hundred proof, nothing I won't do","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4057","For another round of me and you (You)","Chorus","Ingrid Andress with Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4058","I'm wishful drinking","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4059","Ooh, ooh, ooh (Yeah, I'm wishful drinking)","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4060","I'm wishful drinking","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4061","Ooh, ooh, ooh","Post-Chorus","Ingrid Andress & Sam Hunt","Wishful Drinking","Ingrid Andress & Sam Hunt","7059223"
"4062","Ba, ba-ba","Intro","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4063","Ba-ba, ba-ba","Intro","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4064","Green eyes, fried rice, I could cook an egg on you","Verse 1","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4065","Late night, game time, coffee on the stove, yeah (Oh)","Verse 1","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4066","You're sweet ice cream, but you could use a Flake or two","Verse 1","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4067","Blue bubblegum twisted 'round your tongue","Verse 1","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4068","I don't want you to get lost","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4069","I don't want you to go broke","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4070","I want you","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4071","It's 'cause I love you, babe","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4072","In every kind of way","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4073","Just a little taste","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4074","You know I love you, babe","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4075","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4076","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4077","(You know I love you, babe)","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4078","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4079","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4080","""Excuse me, a green tea?""","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4081","Music for a sushi restaurant","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4082","From ice on rice","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4083","Scuba-duba-dubub-boo (Oh)","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4084","Music for a sushi restaurant","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4085","Music for a sushi restaurant","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4086","Music for whatever you want","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4087","Scuba-duba-dubub-boo (Oh)","Verse 2","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4088","I'm not going to get lost","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4089","I'm not going to go broke","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4090","Staying cool","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4091","(You know I love you, babe)","Pre-Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4092","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4093","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4094","(You know I love you, babe)","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4095","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4096","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4097","(Ba, ba-ba, ba-ba, ba-ba)","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4098","If the stars were edible","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4099","And our hearts were never full","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4100","(Ba, ba-ba, ba-ba, ba-ba)","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4101","Could we live with just a taste?","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4102","Just a taste","Bridge","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4103","Ba, ba-ba (It's 'cause I love you, babe)","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4104","(In every kind of way)","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4105","Ba-ba (Just a little taste)","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4106","(You know I love you, babe)","Interlude","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4107","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4108","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4109","(You know I love you, babe)","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4110","Ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4111","Ba-ba, ba-ba","Chorus","Harry Styles","Music for a Sushi Restaurant","Harry Styles","8017369"
"4112","(Mm)","Intro","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4113","It's been one of those days I don't wanna do twice","Verse 1","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4114","No matter what I say, it doesn't come out right","Verse 1","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4115","I need one of those nights where you slide me close","Verse 1","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4116","'Til we're off the map and you're makin' me laugh","Verse 1","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4117","I don't care if we ever go home","Verse 1","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4118","So pick me up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4119","Get me lost way out, down a back two-lane, little George Strait","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4120","Way on up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4121","Get me outta my head and outta this town","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4122","And tell me no matter what","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4123","You'll be by my side, everything gonna be alright","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4124","Make thе world go black how you do me like that","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4125","When I climb up in your truck, just pick mе up, mm","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4126","We could ride on past every one-light street","Verse 2","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4127","Watch a full moon crash on some sunrise wheat","Verse 2","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4128","You can kiss me fast and drive real slow","Verse 2","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4129","That old Chevy made, take as long as it takes","Verse 2","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4130","You and Jesus will fix my soul","Verse 2","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4131","So pick me up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4132","Get me lost way out, down a back two-lane, little George Strait","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4133","Way on up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4134","Get me outta my head and outta this town","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4135","And tell me no matter what","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4136","You'll be by my side, everything gonna be alright","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4137","Make the world go black how you do me like that","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4138","When I climb up in your truck, just pick me up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4139","Mm, yeah","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4140","Just pick me up","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4141","Ooh","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4142","Get me lost way out, down a back two-lane, little George Strait","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4143","Way on up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4144","Get me outta my head and outta this town","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4145","And tell me no matter what","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4146","You'll be by my side, everything gonna be alright","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4147","Make the world go black how you do me like that","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4148","When I climb up in your truck, just pick me up","Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4149","Mm, yeah","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4150","Just pick me up (Mm)","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4151","(Just pick me up)","Post-Chorus","Gabby Barrett","Pick Me Up","Gabby Barrett","7356892"
"4152","Have you ever felt like being somebody else? (Somebody)","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4153","Feeling like the mirror isn't good for your health?","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4154","(Pipe that shit up, TnT) Every day, I'm trying not to hate myself","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4155","Tryin' not to—, tryin' not to—, you know, hate, hate what I been through changed me, know what I’m sayin’? (Colorado run for mil)","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4156","(Trill got the juice, nigga)","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4157","Just a little bit, love me more","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4158","Just a little bit, love me more","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4159","Oh, no, love me more","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4160","Just a little bit, love me more","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4161","Have you ever felt like being somebody else?","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4162","Youngin', uh, uh, youngin' (And it break my heart)","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4163","Feeling like the mirror isn't good for your health?","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4164","(And it broke my heart, and it breaks my heart) Look, look","Intro","Sam Smith & Rod Wave","Break My Heart","Rod Wave","8528657"
"4165","I got stabbed in my back and crossed so many times","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4166","I don't know who to trust, think everybody lyin' (Lyin’)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4167","I be finna give up, 'cause I'm so tired of tryin' (Tryin’)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4168","Crawl under a rock, and isolate my mind (Mind)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4169","I don't want no broke friends 'cause I'm larger than a bitch (Larger)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4170","Don't want no rap friends, 'cause they be flawer than a bitch","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4171","My old friends changing, seen it in HD (In HD)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4172","If you a fake-flawed fuck nigga then what that make me, huh? (Make me)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4173","'Cause I was cool with you, nigga","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4174","Broke in houses, skipped school with you, nigga","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4175","Stood on the block and broke the rules with you, nigga","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4176","The whole time you was foolin' me nigga (Foolin' me now)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4177","Who would've knew the price we paid for platinum plaques","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4178","This fortune and this fame got strings attached (Strings attached)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4179","People get to actin' weird when fame attached (Fame attached)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4180","Come around and live they life with my name attached (Oh-woah-oh)","Verse","Rod Wave","Break My Heart","Rod Wave","8528657"
"4181","I said, “Girl, where you going?” (Where you going, love?)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4182","“You can't stay a little while longer?” (Why you going, love?)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4183","The real from the fake and the fake from the flawed (And the fake—)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4184","Gettin' harder to tell 'em apart (Apart)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4185","And it breaks my heart, (My heart), and it breaks my heart (It really breaks my heart)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4186","And it breaks my heart, and it breaks my heart (It really breaks my heart)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4187","You really broke my heart, I—, why you break my heart? (You break my heart)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4188","Break my heart (You break my heart), yeah, it broke my heart, and it breaks my heart (Break my heart)","Chorus","Rod Wave","Break My Heart","Rod Wave","8528657"
"4189","Yeah, yeah","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4190","What's up fam', that’s how you feel family? (Oh, woah)","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4191","Real from the fake, and the fake from the flawed, harder to tell them apart (Ayy, the world gon’ hear this)","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4192","And it breaks my heart, and it breaks my heart (Ayy, can you hear me? Is this shit going? Is this mic on?)","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4193","Nigga real is rare, just know","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4194","Every day, I'm trying not to hate myself","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4195","But lately, it's not hurtin' like it did before","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4196","Just a little bit, love me more","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4197","Just a little bit, love me more","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4198","Oh, no, love me more","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4199","Just a little bit, love me more","Outro","Rod Wave & Sam Smith","Break My Heart","Rod Wave","8528657"
"4200","I know you miss me","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4201","Who it's gon' be if it ain't me, lil' baby?","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4202","I'm in your city","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4203","'Cause I need it one more time","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4204","Might lose it all, I swear","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4205","I need it tonight, ooh, ah","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4206","How we get so deep so fast?","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4207","Bae, stop playin', I'll beat your ass","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4208","You be on some toxic shit but I cannot get off this bitch, I","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4209","Haven't seen you in three months, I miss you, can I see you, bae?","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4210","Every time I see one of your pictures, that shit drives me crazy","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4211","Girl, I know you miss a nigga","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4212","Especially how I kiss it","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4213","Message say delivered","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4214","Why the fuck you keep goin' missing on me?","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4215","Every time he get back in the picture, you act different on me","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4216","Ayy, tell that nigga we gon' have to share you, I ain't trippin' on it","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4217","One more time might be the best for both of us","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4218","Maybe we should talk about it later when we sober up","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4219","Maybe we should keep it goin', maybe we should let it go","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4220","Feel like if it's meant it's what it is so just let it flow","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4221","Got somethin' to handle so I'ma be here for a couple hours","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4222","Figured out you like them, my assistant keep on sendin' flowers","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4223","They got they own business, tell me why the fuck they all in ours?","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4224","Mama raised a lot of things but she ain't raised no fuckin' coward","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4225","We went to the moon last time, I'm tryna go back","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4226","We been doin' our thing for a while but they don't know that","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4227","I be buyin' you all type of bags but you can't show that","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4228","I be playin' the cut until you come back","Verse 1","Lil Baby","Forever","Lil Baby","8454611"
"4229","I know you miss me","Chorus","Fridayy","Forever","Lil Baby","8454611"
"4230","Who it's gon' be if it ain't me, lil' baby?","Chorus","Fridayy","Forever","Lil Baby","8454611"
